time,voltage
1.983065128326416,369.00
3.0832693576812744,367.00
4.083438396453857,366.00
5.183497190475464,367.00
6.182938814163208,367.00
7.183352470397949,367.00
8.186087846755981,367.00
9.28334641456604,366.00
10.282914161682129,367.00
11.383559226989746,367.00
12.383575916290283,367.00
13.382855415344238,367.00
14.483435153961182,366.00
15.481137752532959,367.00
16.481696128845215,366.00
17.485241889953613,367.00
18.58272409439087,367.00
19.58384680747986,367.00
20.682753562927246,367.00
21.683119535446167,366.00
22.682463884353638,367.00
23.783111333847046,367.00
