time,voltage
1.9733455181121826,743.00
3.072547197341919,737.00
4.0718724727630615,737.00
5.172586441040039,737.00
6.171186447143555,738.00
7.172211647033691,737.00
8.272310733795166,738.00
9.272682428359985,737.00
10.27251672744751,738.00
11.37281322479248,738.00
12.37126874923706,738.00
13.373019456863403,737.00
14.472614288330078,738.00
15.472679853439331,738.00
16.47279143333435,737.00
17.572070360183716,737.00
18.573710918426514,738.00
19.57223129272461,738.00
20.67268180847168,738.00
21.6727135181427,738.00
22.674744367599487,737.00
23.771793603897095,737.00
24.772498846054077,738.00
