time,voltage
2.0606400966644287,554.00
3.0605337619781494,552.00
4.060791492462158,552.00
5.160594463348389,552.00
6.162363767623901,552.00
7.160593509674072,552.00
8.260606288909912,552.00
9.260762214660645,552.00
10.361100435256958,553.00
11.36119031906128,552.00
12.35976505279541,553.00
13.358355045318604,552.00
14.461243629455566,552.00
15.460762023925781,552.00
16.46083378791809,553.00
17.560877084732056,552.00
18.561319828033447,552.00
19.661347150802612,552.00
20.66185450553894,552.00
21.6656494140625,552.00
22.660455465316772,553.00
23.7609384059906,552.00
24.757763624191284,552.00
25.86061930656433,552.00
