time,voltage
1.993363857269287,630.00
3.0933210849761963,626.00
4.094096660614014,626.00
5.1936869621276855,627.00
6.193774223327637,626.00
7.1939051151275635,627.00
8.19350290298462,626.00
9.294106721878052,626.00
10.293723821640015,626.00
11.393402814865112,626.00
12.393249988555908,626.00
13.393474102020264,626.00
14.493548154830933,626.00
15.493714094161987,626.00
16.493470907211304,627.00
17.49339532852173,626.00
18.593846559524536,626.00
19.593923568725586,626.00
20.69317317008972,627.00
21.693632125854492,626.00
22.69373655319214,626.00
23.794076204299927,626.00
