time,voltage
1.9790644645690918,147.00
3.0787267684936523,144.00
4.07887864112854,144.00
5.178956508636475,145.00
6.178911209106445,144.00
7.179495096206665,144.00
8.279263734817505,145.00
9.279571771621704,145.00
10.282904624938965,144.00
11.381578207015991,144.00
12.37930154800415,144.00
13.379098653793335,145.00
14.479355812072754,144.00
15.479739904403687,145.00
16.48141360282898,145.00
17.580089569091797,145.00
18.570873975753784,144.00
19.580955982208252,144.00
20.67915177345276,144.00
21.68102478981018,143.00
22.690151929855347,143.00
23.713960886001587,145.00
