time,voltage
2.0503079891204834,406.00
3.0486321449279785,405.00
4.149689197540283,404.00
5.146932601928711,404.00
6.149641990661621,404.00
7.1506335735321045,404.00
8.250012397766113,404.00
9.249682426452637,404.00
10.349951028823853,404.00
11.34950304031372,404.00
12.350318670272827,404.00
13.449599027633667,404.00
14.449721813201904,404.00
15.450378894805908,404.00
16.449610710144043,404.00
17.54984712600708,404.00
18.54964303970337,404.00
19.65011763572693,403.00
20.649888515472412,403.00
21.64566421508789,404.00
22.649752616882324,404.00
23.74954056739807,404.00
24.750283241271973,404.00
