time,voltage
2.0530307292938232,816.00
3.051682710647583,811.00
4.152264356613159,812.00
5.152323484420776,812.00
6.152606725692749,812.00
7.152923583984375,812.00
8.252967834472656,811.00
9.252999544143677,812.00
10.352261304855347,811.00
11.352993726730347,812.00
12.351979732513428,812.00
13.452864408493042,811.00
14.453226327896118,811.00
15.552994966506958,812.00
16.552368640899658,811.00
17.552908897399902,812.00
18.65281319618225,812.00
19.65102791786194,811.00
20.651616096496582,811.00
21.65300464630127,812.00
22.753068685531616,812.00
23.752543687820435,812.00
24.852559089660645,811.00
25.852734804153442,812.00
