time,voltage
2.077871799468994,40.00
3.075910806655884,34.00
4.076158046722412,34.00
5.176748275756836,33.00
6.1763389110565186,34.00
7.180840969085693,34.00
8.276703357696533,34.00
9.27648663520813,33.00
10.37663197517395,34.00
11.376742601394653,34.00
12.376646041870117,33.00
13.376508474349976,34.00
14.476890563964844,34.00
15.476639747619629,35.00
16.475982189178467,34.00
17.576841831207275,34.00
18.576368808746338,34.00
19.676092863082886,34.00
20.676253080368042,34.00
21.675358772277832,34.00
22.679745197296143,34.00
23.775946378707886,33.00
24.776519060134888,34.00
25.87624216079712,33.00
