time,voltage
2.0693421363830566,259.00
3.0692737102508545,254.00
4.167998313903809,255.00
5.168290615081787,255.00
6.172074317932129,255.00
7.1677422523498535,255.00
8.266498565673828,255.00
9.266223907470703,255.00
10.36733889579773,255.00
11.366157531738281,256.00
12.36900782585144,255.00
13.466864109039307,255.00
14.466625452041626,256.00
15.469798803329468,255.00
16.466371059417725,255.00
17.566399335861206,256.00
18.570294618606567,255.00
19.66625165939331,255.00
20.66849446296692,255.00
21.664273977279663,255.00
22.767055988311768,255.00
23.771090745925903,255.00
24.766698360443115,255.00
