time,voltage
1.99379563331604,112.00
3.0931551456451416,108.00
4.093146085739136,107.00
5.193315029144287,107.00
6.193084478378296,107.00
7.192875385284424,107.00
8.191419124603271,108.00
9.29372501373291,107.00
10.293363571166992,107.00
11.393588066101074,108.00
12.395511865615845,107.00
13.393024444580078,107.00
14.493681907653809,107.00
15.491095542907715,107.00
16.49279260635376,108.00
17.49294686317444,107.00
18.59308671951294,107.00
19.594448566436768,108.00
20.6932110786438,108.00
21.69308829307556,108.00
22.692840099334717,108.00
23.792999744415283,107.00
24.802425146102905,107.00
25.792948007583618,108.00
