time,voltage
2.0066521167755127,592.00
3.1069087982177734,590.00
4.107215404510498,589.00
5.10710072517395,589.00
6.207170486450195,589.00
7.206690549850464,589.00
8.206972360610962,589.00
9.307934761047363,589.00
10.307919263839722,589.00
11.406630992889404,590.00
12.407118558883667,589.00
13.407641172409058,590.00
14.407346725463867,589.00
15.507509469985962,589.00
16.50752902030945,589.00
17.50698161125183,589.00
18.607778310775757,589.00
19.607344150543213,589.00
20.70721125602722,589.00
21.609054565429688,590.00
22.707149982452393,589.00
23.707788467407227,589.00
24.80725932121277,589.00
25.804408311843872,590.00
26.80983853340149,589.00
