time,voltage
2.0446205139160156,77.00
3.0431718826293945,70.00
4.144461154937744,70.00
5.142011642456055,71.00
6.1444830894470215,71.00
7.24430775642395,70.00
8.2444167137146,71.00
9.244568109512329,71.00
10.344892024993896,70.00
11.344237089157104,70.00
12.344744682312012,70.00
13.444361686706543,70.00
14.445141077041626,71.00
15.44672441482544,70.00
16.444227695465088,70.00
17.544573068618774,72.00
18.543153524398804,71.00
19.644762754440308,71.00
20.642247915267944,71.00
21.643956422805786,70.00
22.74423122406006,71.00
23.746005058288574,71.00
24.74412441253662,70.00
25.844825983047485,70.00
26.84514307975769,71.00
27.845017194747925,70.00
28.944118976593018,71.00
29.944745540618896,70.00
31.044601440429688,70.00
32.040321588516235,70.00
33.044453382492065,71.00
34.044926166534424,70.00
35.144872188568115,71.00
36.14470434188843,71.00
37.14410185813904,70.00
38.244757413864136,71.00
39.24497699737549,70.00
40.24646854400635,71.00
41.344576358795166,70.00
42.344165086746216,71.00
43.34641194343567,70.00
44.444766998291016,70.00
45.44457197189331,70.00
46.54500937461853,71.00
47.547202587127686,71.00
48.544169425964355,70.00
49.544955015182495,71.00
50.64479613304138,70.00
51.64512801170349,71.00
52.64433193206787,71.00
53.744386196136475,70.00
54.74457883834839,71.00
55.84480667114258,70.00
56.84430289268494,72.00
57.841793060302734,70.00
58.844970703125,71.00
59.94421696662903,71.00
60.94478464126587,71.00
61.94462728500366,71.00
63.04456543922424,71.00
64.05570340156555,70.00
