time,voltage
2.053499460220337,924.00
3.052976131439209,922.00
4.153678894042969,922.00
5.153416395187378,923.00
6.154679536819458,923.00
7.153410911560059,922.00
8.253802299499512,922.00
9.257948398590088,922.00
10.35342288017273,922.00
11.352976083755493,922.00
12.352943420410156,923.00
13.452990055084229,922.00
14.45324969291687,923.00
15.453858137130737,922.00
16.453497886657715,922.00
17.552850008010864,922.00
18.552815675735474,922.00
19.653102159500122,923.00
20.653226137161255,922.00
21.654927492141724,922.00
22.653693914413452,923.00
23.752858877182007,922.00
24.753554821014404,922.00
25.853256702423096,923.00
