time,voltage
2.039102077484131,521.00
3.040348529815674,515.00
4.13835072517395,515.00
5.13903021812439,515.00
6.238995313644409,515.00
7.239247798919678,515.00
8.238502264022827,515.00
9.239062547683716,514.00
10.338599681854248,514.00
11.336770057678223,515.00
12.339899063110352,515.00
13.438769102096558,515.00
14.442315101623535,514.00
15.538481712341309,515.00
16.538551092147827,515.00
17.538997650146484,515.00
18.538389682769775,515.00
19.639052629470825,515.00
20.63851022720337,515.00
21.638236045837402,515.00
22.73934578895569,514.00
23.73685932159424,514.00
24.738687753677368,515.00
25.838727474212646,515.00
26.839084148406982,515.00
27.835794925689697,515.00
28.938816785812378,514.00
29.93917441368103,515.00
31.039124488830566,515.00
32.04076170921326,515.00
33.0386061668396,515.00
34.03782773017883,515.00
35.13853621482849,515.00
36.13841104507446,515.00
37.13921618461609,515.00
38.238590478897095,515.00
39.23599028587341,514.00
40.33835411071777,515.00
41.33482217788696,515.00
42.339077949523926,515.00
