time,voltage
2.012383460998535,779.00
3.013869524002075,775.00
4.112563133239746,775.00
5.109541177749634,775.00
6.212369203567505,775.00
7.212903738021851,775.00
8.212181091308594,774.00
9.31244444847107,775.00
10.312323331832886,775.00
11.312495470046997,774.00
12.313207864761353,774.00
13.41288137435913,775.00
14.41291618347168,774.00
15.512765884399414,775.00
16.512138843536377,775.00
17.512178659439087,775.00
18.612340211868286,774.00
19.612183570861816,775.00
20.612967491149902,775.00
21.61894464492798,775.00
22.712736129760742,774.00
23.71199655532837,774.00
24.81297206878662,774.00
25.81288170814514,774.00
