time,voltage
1.9912629127502441,445.00
3.0919713973999023,441.00
4.09136962890625,441.00
5.1919074058532715,442.00
6.191690921783447,440.00
7.1911890506744385,441.00
8.191895961761475,441.00
9.291908264160156,441.00
10.290976524353027,442.00
11.391288757324219,442.00
12.394110918045044,441.00
13.391688823699951,441.00
14.491681337356567,441.00
15.491666555404663,441.00
16.495232343673706,441.00
17.49172282218933,441.00
18.59203004837036,440.00
19.594970226287842,441.00
20.69107723236084,440.00
21.691576719284058,442.00
22.69130539894104,440.00
23.69477367401123,441.00
