time,voltage
1.9726998805999756,656.00
3.0725860595703125,657.00
4.077134609222412,657.00
5.172978639602661,657.00
6.172431945800781,657.00
7.169817686080933,656.00
8.27296257019043,657.00
9.272310733795166,656.00
10.271639823913574,656.00
11.372485876083374,657.00
12.372477769851685,656.00
13.373206377029419,656.00
14.47281289100647,657.00
15.472552299499512,657.00
16.472691535949707,657.00
17.57267189025879,657.00
18.57235813140869,656.00
19.574132204055786,656.00
20.672367572784424,657.00
21.67424249649048,657.00
22.675581216812134,657.00
23.7726047039032,657.00
24.772383451461792,657.00
25.872994661331177,657.00
