time,voltage
2.0149741172790527,722.00
3.0160610675811768,722.00
4.114651203155518,722.00
5.114789009094238,723.00
6.215229511260986,722.00
7.215694189071655,723.00
8.215469598770142,723.00
9.315602779388428,722.00
10.314701795578003,722.00
11.315462112426758,722.00
12.312417268753052,723.00
13.41465139389038,722.00
14.414832592010498,722.00
15.51512598991394,722.00
16.521057605743408,722.00
17.515395641326904,722.00
18.51840853691101,722.00
19.61566400527954,722.00
20.614983797073364,722.00
21.61546492576599,722.00
22.71548342704773,722.00
23.715390920639038,722.00
24.814455032348633,722.00
