time,voltage
1.9836578369140625,789.00
3.0842437744140625,788.00
4.0843915939331055,788.00
5.183595418930054,788.00
6.184135675430298,788.00
7.1818249225616455,788.00
8.184364080429077,789.00
9.284506559371948,788.00
10.282501220703125,789.00
11.384049415588379,788.00
12.383665084838867,789.00
13.385281085968018,788.00
14.484192609786987,789.00
15.484033584594727,788.00
16.483843326568604,788.00
17.48430609703064,789.00
18.583824396133423,788.00
19.583621978759766,789.00
20.684272050857544,788.00
21.682652235031128,788.00
22.683600425720215,789.00
23.784321069717407,788.00
24.782716512680054,788.00
25.78543782234192,789.00
26.783920764923096,788.00
27.884507656097412,789.00
28.88352060317993,789.00
29.984135627746582,788.00
30.983782291412354,788.00
31.98235535621643,788.00
32.98557758331299,788.00
34.08412432670593,788.00
35.07953143119812,788.00
