time,voltage
2.0298960208892822,261.00
3.0340933799743652,261.00
4.130054473876953,260.00
5.130020380020142,260.00
6.230626106262207,260.00
7.228085279464722,260.00
8.230512142181396,261.00
9.229182481765747,260.00
10.330560445785522,260.00
11.330070734024048,260.00
12.33052682876587,260.00
13.42977786064148,261.00
14.429959774017334,260.00
15.530213594436646,260.00
16.529789447784424,260.00
17.53221344947815,260.00
18.530181407928467,260.00
19.63054060935974,260.00
20.630205631256104,261.00
21.630229711532593,261.00
22.729997396469116,260.00
23.733906030654907,261.00
24.83054208755493,260.00
25.829546689987183,260.00
26.829886198043823,260.00
