time,voltage
2.0318315029144287,63.00
3.0286483764648438,64.00
4.131422758102417,64.00
5.1305015087127686,63.00
6.2316203117370605,63.00
7.23167085647583,63.00
8.231890439987183,63.00
9.231691360473633,63.00
10.331857681274414,63.00
11.33159065246582,63.00
12.33110523223877,63.00
13.431375980377197,63.00
14.431213855743408,63.00
15.531904935836792,63.00
16.531994104385376,63.00
17.5354483127594,63.00
18.5320303440094,63.00
19.63132905960083,63.00
20.632123947143555,63.00
21.629956245422363,62.00
22.731798887252808,63.00
23.728211879730225,64.00
24.731841325759888,63.00
25.831865310668945,63.00
26.831299304962158,63.00
