time,voltage
2.0418550968170166,194.00
3.042736768722534,194.00
4.141908168792725,194.00
5.1440393924713135,195.00
6.142394304275513,194.00
7.141998052597046,194.00
8.241936445236206,194.00
9.242326974868774,194.00
10.341882705688477,194.00
11.342662572860718,194.00
12.342353343963623,195.00
13.442272663116455,195.00
14.441956281661987,195.00
15.439145803451538,195.00
16.446847677230835,194.00
17.542481660842896,194.00
18.542054891586304,194.00
19.641673803329468,194.00
20.642759084701538,194.00
21.646157264709473,195.00
22.742497205734253,195.00
23.74179983139038,194.00
24.742913246154785,194.00
25.842031002044678,194.00
