time,voltage
2.0473313331604004,325.00
3.0475046634674072,326.00
4.147716760635376,325.00
5.14756441116333,325.00
6.148256778717041,326.00
7.14783239364624,325.00
8.248047113418579,325.00
9.247994661331177,326.00
10.347648620605469,325.00
11.346609354019165,325.00
12.347473859786987,326.00
13.448292016983032,326.00
14.447895765304565,326.00
15.447782516479492,326.00
16.44766092300415,326.00
17.548075437545776,326.00
18.544905424118042,325.00
19.64750385284424,326.00
20.646105527877808,326.00
21.648398637771606,326.00
22.74810266494751,326.00
23.74757218360901,326.00
24.747827291488647,326.00
25.847832918167114,325.00
26.846280813217163,326.00
27.847931146621704,325.00
28.94817614555359,326.00
29.947786569595337,326.00
