time,voltage
1.9755094051361084,525.00
3.0750532150268555,524.00
4.07596755027771,524.00
5.176015138626099,524.00
6.174081325531006,524.00
7.175648212432861,525.00
8.275324583053589,524.00
9.275243043899536,524.00
10.273222208023071,524.00
11.37605881690979,524.00
12.371243715286255,525.00
13.376514196395874,524.00
14.475887537002563,524.00
15.475773334503174,524.00
16.475666284561157,524.00
17.576049089431763,524.00
18.572524785995483,525.00
19.576392889022827,524.00
20.675875186920166,525.00
21.678929328918457,524.00
22.675675630569458,524.00
23.775320529937744,524.00
24.774868965148926,525.00
