time,current
2.0373575687408447,339.00
3.0373148918151855,342.00
4.136989593505859,341.00
5.136962413787842,339.00
6.237433671951294,341.00
7.2373456954956055,342.00
8.23661994934082,344.00
9.337324380874634,344.00
10.33705997467041,342.00
11.436912775039673,343.00
12.438920259475708,343.00
